customer_id,age,job,marital,education,credit_def,Avey_bal,house_loan,personal_loan,communication,day,month,call_duration,campaign,pdays,previous,poutcome,response
29181,45,management,married,tertiary,no,474,yes,yes,cellular,2,feb,190,4,264,4,failure,no
29182,60,retired,married,primary,no,174,yes,yes,cellular,2,feb,157,2,252,1,failure,no
29184,36,management,married,tertiary,no,82,no,no,cellular,2,feb,124,1,178,4,success,no
29185,57,admin.,married,secondary,no,11,no,no,cellular,2,feb,261,1,265,3,failure,no
29188,49,admin.,married,secondary,no,359,yes,no,cellular,2,feb,231,2,271,1,failure,no
29189,37,management,married,tertiary,no,59,yes,yes,telephone,2,feb,319,1,213,1,failure,no
29195,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,yes
29197,48,admin.,single,secondary,no,303,yes,yes,cellular,2,feb,142,1,189,4,failure,no
29219,49,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,failure,no
29228,35,services,married,secondary,no,630,yes,no,cellular,2,feb,134,1,271,2,failure,no
29237,43,blue-collar,married,secondary,no,1109,yes,no,cellular,2,feb,115,3,264,2,failure,no
29248,48,blue-collar,divorced,secondary,yes,-535,yes,no,cellular,2,feb,115,2,187,2,failure,no
29256,43,blue-collar,married,secondary,no,597,yes,no,cellular,2,feb,87,1,263,1,failure,no
29257,38,technician,single,secondary,no,103,yes,no,cellular,2,feb,159,1,187,3,failure,no
29259,31,management,single,secondary,no,783,yes,no,cellular,2,feb,221,2,272,1,failure,no
29261,32,management,single,secondary,no,453,yes,no,cellular,2,feb,544,1,269,2,failure,no
29263,37,technician,married,secondary,no,494,yes,no,cellular,2,feb,247,2,269,3,failure,no
29265,60,services,married,secondary,no,292,no,yes,cellular,2,feb,260,5,195,4,failure,no
29269,32,admin.,single,tertiary,no,2004,no,no,cellular,2,feb,141,1,75,1,failure,no
29276,37,management,single,tertiary,no,230,yes,yes,cellular,2,feb,120,2,272,1,failure,no
29277,45,admin.,married,secondary,no,1214,yes,no,cellular,2,feb,150,2,189,2,failure,no
29279,35,technician,married,tertiary,no,1526,yes,no,cellular,2,feb,236,2,217,4,failure,no
29286,56,entrepreneur,married,secondary,no,5838,no,no,cellular,2,feb,116,2,230,2,failure,no
29289,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,yes
29291,31,technician,married,secondary,no,671,no,no,cellular,2,feb,119,2,175,2,failure,no
29293,57,technician,married,secondary,no,589,yes,no,cellular,2,feb,223,1,76,4,failure,no
29301,29,admin.,single,secondary,no,-498,yes,no,cellular,2,feb,99,3,227,14,failure,no
29305,38,admin.,single,secondary,no,569,yes,yes,cellular,2,feb,164,2,272,2,failure,no
29311,43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,failure,yes
29312,34,technician,married,secondary,no,4,yes,no,cellular,2,feb,105,2,263,1,failure,no
29313,42,management,married,tertiary,no,477,yes,no,cellular,2,feb,413,2,242,3,failure,no
29316,53,technician,married,secondary,no,598,no,no,cellular,2,feb,340,3,264,2,failure,no
29321,47,technician,married,secondary,no,1167,yes,no,cellular,2,feb,139,3,73,2,success,no
29322,57,retired,married,secondary,no,485,no,no,cellular,2,feb,79,2,187,2,failure,no
29334,41,blue-collar,divorced,primary,no,320,yes,no,cellular,2,feb,844,2,252,1,failure,no
29347,38,technician,married,secondary,no,581,yes,no,cellular,2,feb,223,2,272,1,failure,no
29353,46,blue-collar,married,secondary,no,-221,yes,yes,cellular,2,feb,219,2,244,1,failure,no
29366,46,technician,married,secondary,no,317,yes,yes,cellular,2,feb,24,7,250,1,failure,no
29373,35,admin.,married,secondary,no,287,yes,no,cellular,2,feb,115,3,245,8,failure,no
29374,58,retired,divorced,secondary,no,8266,yes,no,cellular,2,feb,98,2,271,1,failure,no
29375,46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,96,2,208,1,failure,no
29377,28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,failure,yes
29389,35,admin.,married,secondary,no,220,yes,no,cellular,2,feb,153,4,244,13,failure,no
29395,37,technician,married,secondary,no,318,no,no,cellular,2,feb,167,1,187,2,failure,no
29396,31,management,single,tertiary,no,112,yes,no,cellular,2,feb,159,2,271,1,failure,no
29401,45,technician,married,secondary,no,0,yes,yes,telephone,2,feb,111,2,208,1,failure,no
29406,42,services,married,primary,no,124,yes,no,cellular,2,feb,164,2,262,2,failure,no
29410,36,management,married,tertiary,no,806,yes,no,cellular,3,feb,106,2,259,1,failure,no
29412,54,technician,divorced,secondary,no,0,yes,yes,cellular,3,feb,62,2,203,5,failure,no
29413,49,management,divorced,tertiary,no,4961,yes,no,cellular,3,feb,298,2,231,1,failure,no
29415,47,services,married,secondary,no,1160,yes,no,cellular,3,feb,117,2,221,4,failure,no
29420,36,services,single,secondary,no,774,yes,no,cellular,3,feb,231,2,259,1,failure,no
29421,33,management,married,tertiary,no,644,yes,yes,cellular,3,feb,124,2,271,2,failure,no
29437,51,services,married,secondary,no,867,yes,no,cellular,3,feb,177,2,211,3,failure,no
29442,31,technician,single,secondary,no,863,yes,no,cellular,3,feb,146,1,263,5,success,no
29445,32,services,married,secondary,no,414,yes,no,cellular,3,feb,236,2,272,1,failure,no
29446,50,housemaid,single,primary,no,1158,yes,no,cellular,3,feb,116,3,265,3,failure,no
29447,37,housemaid,married,secondary,no,12939,yes,yes,cellular,3,feb,77,3,202,9,failure,no
29457,35,services,married,secondary,no,1659,yes,no,cellular,3,feb,149,3,215,1,failure,no
29458,50,technician,married,tertiary,no,199,yes,yes,cellular,3,feb,116,2,253,1,failure,no
29460,58,retired,married,primary,no,3401,yes,no,cellular,3,feb,84,3,265,2,failure,no
29461,41,management,single,tertiary,no,572,yes,no,cellular,3,feb,419,2,271,2,failure,no
29466,28,entrepreneur,married,tertiary,no,59,no,no,cellular,3,feb,330,3,190,6,failure,no
29471,47,blue-collar,single,secondary,no,152,yes,no,cellular,3,feb,193,3,271,4,failure,no
29476,31,services,married,primary,no,997,yes,no,cellular,3,feb,256,1,190,3,failure,no
29477,35,admin.,single,secondary,no,0,yes,no,cellular,3,feb,80,1,273,1,failure,no
29479,32,blue-collar,married,secondary,no,4471,yes,no,cellular,3,feb,197,1,270,2,failure,no
29480,33,technician,single,tertiary,no,390,yes,no,cellular,3,feb,161,1,256,1,failure,no
29482,29,services,married,secondary,no,222,yes,no,cellular,3,feb,197,1,250,23,failure,no
29495,34,technician,married,secondary,no,883,no,no,telephone,3,feb,166,2,173,3,failure,no
29506,54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,failure,yes
29507,40,admin.,married,secondary,no,0,yes,no,cellular,3,feb,561,1,201,1,failure,no
29520,48,admin.,married,primary,no,3,yes,no,cellular,3,feb,69,1,252,4,failure,no
29532,32,housemaid,married,tertiary,no,357,yes,no,cellular,3,feb,133,3,77,2,failure,no
29533,33,services,married,tertiary,no,546,yes,yes,cellular,3,feb,54,2,270,1,failure,no
29535,51,blue-collar,married,primary,no,377,yes,no,telephone,3,feb,143,4,272,1,failure,no
29536,52,entrepreneur,divorced,tertiary,no,199,yes,yes,cellular,3,feb,373,1,236,2,failure,no
29538,35,management,single,tertiary,no,1891,yes,no,cellular,3,feb,188,3,270,5,failure,no
29546,31,blue-collar,married,primary,no,124,yes,no,cellular,3,feb,343,1,264,4,failure,no
29549,49,admin.,married,secondary,no,1403,no,no,cellular,3,feb,124,2,180,2,failure,no
29558,39,blue-collar,married,secondary,no,661,yes,no,cellular,3,feb,84,4,267,4,failure,no
29565,46,management,married,tertiary,no,-319,yes,no,cellular,3,feb,80,1,256,1,failure,no
29568,32,services,married,secondary,no,1844,yes,yes,cellular,3,feb,158,4,201,6,failure,no
29575,33,student,single,secondary,no,1883,yes,no,cellular,3,feb,121,5,256,1,failure,no
29589,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,no
29590,51,housemaid,married,primary,no,605,no,no,cellular,3,feb,91,2,159,14,failure,no
29602,34,blue-collar,married,secondary,no,261,yes,no,cellular,3,feb,88,5,251,3,failure,no
29605,52,management,married,tertiary,no,0,yes,no,cellular,3,feb,790,1,249,1,failure,no
29614,31,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,2,90,1,success,yes
29618,27,admin.,married,secondary,no,-401,yes,yes,cellular,3,feb,205,3,214,1,failure,no
29621,54,blue-collar,married,secondary,no,175,yes,no,cellular,3,feb,94,4,271,4,failure,no
29623,36,management,single,tertiary,no,219,no,no,cellular,3,feb,22,6,196,6,failure,no
29631,32,technician,single,tertiary,no,703,yes,no,cellular,3,feb,489,2,271,2,success,no
29638,43,technician,married,secondary,no,473,yes,no,cellular,3,feb,148,3,211,5,failure,no
29644,42,blue-collar,married,primary,no,-97,yes,no,cellular,3,feb,216,4,271,5,failure,no
29653,34,technician,single,tertiary,no,586,yes,no,cellular,3,feb,43,5,263,2,failure,no
29661,32,management,married,tertiary,no,272,yes,no,cellular,3,feb,188,4,209,1,failure,no
29662,58,technician,married,secondary,no,629,yes,no,cellular,3,feb,193,3,265,2,failure,no
29668,58,self-employed,married,secondary,no,0,yes,no,telephone,3,feb,702,3,264,9,failure,no
29671,56,management,married,tertiary,no,2366,yes,yes,cellular,3,feb,538,2,188,4,failure,no
29673,29,technician,married,secondary,no,655,yes,no,cellular,3,feb,225,3,270,2,failure,no
29675,42,admin.,single,secondary,no,400,yes,no,cellular,3,feb,198,5,244,6,failure,no
29680,42,technician,married,tertiary,no,725,yes,yes,telephone,3,feb,124,3,252,3,failure,no
29688,56,blue-collar,married,primary,no,284,no,yes,telephone,3,feb,124,4,204,4,failure,no
29690,41,management,divorced,tertiary,no,-78,yes,no,cellular,3,feb,69,4,252,4,failure,no
29694,50,technician,married,secondary,no,103,yes,no,cellular,3,feb,109,4,267,6,failure,no
29698,33,management,single,tertiary,no,191,no,yes,cellular,3,feb,678,4,209,1,failure,no
29706,53,blue-collar,married,primary,no,-211,yes,yes,cellular,3,feb,195,6,251,2,failure,no
29708,41,technician,single,tertiary,no,-89,yes,no,cellular,3,feb,195,4,251,4,failure,no
29712,55,blue-collar,married,primary,no,781,yes,no,cellular,3,feb,112,3,270,2,failure,no
29713,54,admin.,single,secondary,no,1178,yes,no,telephone,3,feb,41,6,264,2,failure,no
29716,45,technician,married,secondary,no,366,no,yes,cellular,3,feb,235,2,169,12,failure,no
29721,32,technician,single,tertiary,no,47,yes,no,cellular,3,feb,693,7,204,3,failure,no
29725,31,management,married,tertiary,no,302,yes,yes,cellular,4,feb,181,1,257,1,failure,no
29731,59,retired,married,tertiary,no,941,no,yes,cellular,4,feb,231,1,210,1,failure,no
29739,60,technician,married,primary,no,4243,yes,no,cellular,4,feb,387,1,251,1,failure,no
29742,36,technician,single,secondary,no,1855,yes,no,cellular,4,feb,75,1,273,1,failure,no
29745,38,entrepreneur,married,secondary,no,351,yes,no,cellular,4,feb,112,1,244,3,failure,no
29753,52,admin.,married,primary,no,2281,yes,yes,telephone,4,feb,82,1,244,1,failure,no
29763,38,admin.,divorced,secondary,no,308,yes,no,cellular,4,feb,197,1,274,1,failure,no
29769,39,services,married,secondary,no,105,no,no,cellular,4,feb,137,1,189,2,failure,no
29770,47,blue-collar,married,secondary,no,243,yes,no,cellular,4,feb,220,1,246,4,failure,no
29775,38,admin.,single,secondary,no,221,yes,no,cellular,4,feb,93,2,274,2,failure,no
29776,36,blue-collar,married,secondary,no,0,no,no,cellular,4,feb,235,1,244,1,failure,no
29779,41,blue-collar,married,primary,no,201,yes,no,cellular,4,feb,69,1,1,1,success,no
29780,43,admin.,married,primary,no,392,yes,yes,cellular,4,feb,110,1,208,2,failure,no
29782,33,technician,married,secondary,no,0,yes,no,cellular,4,feb,56,1,274,2,failure,no
29783,28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,failure,yes
29785,36,blue-collar,single,secondary,no,376,yes,yes,cellular,4,feb,180,1,274,3,failure,no
29804,37,admin.,divorced,secondary,no,496,no,no,cellular,4,feb,118,4,272,3,failure,no
29811,37,services,married,secondary,no,895,yes,yes,cellular,4,feb,219,2,245,1,failure,no
29813,51,technician,married,secondary,no,2,yes,yes,cellular,4,feb,71,1,205,3,failure,no
29814,59,unemployed,married,secondary,no,4497,yes,no,cellular,4,feb,213,1,251,1,failure,no
29819,56,technician,married,primary,no,284,no,no,cellular,4,feb,177,1,197,9,failure,no
29825,28,technician,single,secondary,no,34,yes,no,cellular,4,feb,16,6,268,4,failure,no
29834,57,retired,married,primary,no,-464,yes,no,cellular,4,feb,75,1,190,6,failure,no
29836,32,technician,married,secondary,no,4,no,no,cellular,4,feb,145,2,260,4,failure,no
29844,39,management,divorced,tertiary,no,-980,yes,no,cellular,4,feb,52,2,260,1,failure,no
29846,58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,274,4,failure,no
29848,30,technician,single,tertiary,no,405,yes,no,cellular,4,feb,128,1,274,1,failure,no
29855,38,entrepreneur,married,tertiary,no,227,yes,no,cellular,4,feb,89,1,209,1,failure,no
29868,37,services,single,secondary,no,342,yes,no,cellular,4,feb,127,1,273,1,failure,no
29880,42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure,no
29882,58,management,married,tertiary,no,2142,yes,no,cellular,4,feb,41,2,274,3,failure,no
29884,53,blue-collar,married,secondary,no,1103,yes,yes,cellular,4,feb,101,2,250,4,failure,no
29890,33,blue-collar,married,primary,no,158,yes,no,cellular,4,feb,110,1,264,4,failure,no
29896,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure,yes
29904,41,blue-collar,divorced,primary,no,548,yes,yes,cellular,4,feb,149,1,250,1,failure,no
29907,45,entrepreneur,married,secondary,no,242,no,yes,cellular,4,feb,510,1,198,4,failure,no
29910,32,blue-collar,single,primary,no,354,no,no,cellular,4,feb,239,1,196,8,failure,no
29927,54,retired,divorced,secondary,yes,-200,no,yes,cellular,4,feb,71,1,243,1,failure,no
29928,45,blue-collar,married,secondary,no,1778,yes,no,cellular,4,feb,41,1,251,5,failure,no
29930,39,management,married,secondary,no,794,yes,no,cellular,4,feb,71,1,243,3,failure,no
29933,45,admin.,married,secondary,no,985,yes,no,telephone,4,feb,156,1,267,1,failure,no
29935,41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,1164,1,203,1,failure,yes
29943,43,services,divorced,secondary,no,372,yes,yes,cellular,4,feb,618,2,274,2,failure,no
29952,54,management,married,tertiary,no,7249,yes,yes,cellular,4,feb,102,2,77,1,failure,no
29961,34,technician,married,secondary,no,272,yes,no,cellular,4,feb,287,1,201,2,failure,no
29966,50,admin.,single,secondary,no,167,no,yes,cellular,4,feb,346,2,191,3,failure,no
29970,51,blue-collar,married,primary,no,362,yes,no,cellular,4,feb,108,4,272,2,failure,no
29975,43,admin.,single,secondary,no,6,no,no,cellular,4,feb,58,1,264,1,failure,no
29978,42,admin.,married,secondary,no,1133,yes,no,cellular,4,feb,161,4,212,3,failure,no
29982,32,blue-collar,married,secondary,no,557,yes,yes,cellular,4,feb,210,2,253,1,failure,no
29990,33,blue-collar,married,secondary,no,-241,yes,yes,cellular,4,feb,117,1,253,1,failure,no
29995,28,services,single,secondary,no,458,no,no,cellular,4,feb,112,4,201,3,failure,no
30000,40,unemployed,divorced,secondary,no,6322,no,no,cellular,4,feb,459,1,272,1,failure,no
30013,32,technician,divorced,secondary,no,202,yes,no,cellular,4,feb,429,1,201,1,failure,no
30016,37,admin.,single,primary,no,91,yes,no,cellular,4,feb,283,2,273,2,failure,no
30017,44,blue-collar,divorced,secondary,no,272,yes,no,cellular,4,feb,219,4,205,2,failure,no
30018,41,blue-collar,married,secondary,no,1245,yes,no,cellular,4,feb,123,1,271,1,failure,no
30028,52,technician,married,secondary,no,463,yes,no,cellular,4,feb,132,6,267,5,failure,no
30031,34,services,married,secondary,no,382,yes,yes,cellular,4,feb,494,2,198,7,failure,no
30043,53,blue-collar,divorced,primary,no,255,yes,no,cellular,4,feb,134,2,272,2,failure,no
30051,34,self-employed,married,secondary,no,47,no,no,cellular,4,feb,362,2,169,2,failure,no
30052,32,blue-collar,married,primary,no,651,yes,no,cellular,4,feb,628,2,267,2,failure,no
30056,56,management,married,primary,no,199,yes,yes,cellular,4,feb,331,2,209,1,failure,no
30063,40,technician,married,secondary,no,694,yes,no,cellular,4,feb,97,4,196,5,failure,no
30074,43,technician,married,secondary,no,0,yes,yes,cellular,4,feb,539,8,204,5,failure,no
30076,50,management,married,tertiary,no,3284,yes,no,cellular,4,feb,195,2,271,3,failure,no
30082,30,services,married,secondary,no,357,yes,no,cellular,4,feb,215,3,253,4,failure,no
30084,31,technician,single,primary,no,449,yes,no,cellular,4,feb,140,4,252,1,failure,no
30096,58,entrepreneur,married,tertiary,no,0,yes,yes,cellular,4,feb,304,2,229,2,failure,no
30097,60,retired,married,secondary,no,2516,yes,yes,cellular,4,feb,279,3,266,1,failure,no
30099,27,blue-collar,married,secondary,no,1600,yes,no,cellular,4,feb,603,2,259,1,failure,no
30101,32,entrepreneur,single,primary,no,1770,no,yes,cellular,4,feb,206,2,188,6,failure,no
30105,29,admin.,single,secondary,no,260,yes,no,cellular,4,feb,453,2,273,2,failure,no
30110,45,blue-collar,married,primary,no,412,yes,no,telephone,4,feb,45,5,265,13,failure,no
30111,32,management,single,tertiary,no,156,yes,no,cellular,4,feb,82,2,246,6,failure,no
30116,27,services,married,secondary,no,199,no,no,cellular,4,feb,108,2,195,6,failure,no
30124,31,services,single,secondary,no,122,yes,no,cellular,4,feb,157,4,268,2,failure,no
30128,32,self-employed,married,tertiary,no,322,yes,no,cellular,4,feb,192,2,272,1,failure,no
30131,45,blue-collar,married,secondary,no,226,no,no,telephone,4,feb,170,2,212,2,failure,no
30139,28,admin.,single,secondary,no,392,yes,yes,cellular,4,feb,214,2,259,2,failure,no
30146,32,management,married,tertiary,no,1230,yes,no,cellular,4,feb,35,3,253,4,failure,no
30161,31,management,divorced,tertiary,no,106,yes,no,cellular,5,feb,67,2,202,1,failure,no
30171,27,blue-collar,married,secondary,no,245,yes,no,cellular,5,feb,7,7,255,11,failure,no
30175,46,management,married,tertiary,no,-191,yes,no,cellular,5,feb,674,3,202,3,failure,no
30181,58,management,married,secondary,no,-382,no,no,telephone,5,feb,398,4,189,12,success,no
30185,41,admin.,divorced,secondary,no,4,yes,no,cellular,5,feb,232,1,211,1,failure,no
30199,29,blue-collar,single,secondary,no,0,yes,no,cellular,5,feb,16,9,253,1,failure,no
30201,35,services,divorced,secondary,no,440,yes,no,cellular,5,feb,103,1,248,1,failure,no
30202,35,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,177,1,252,1,failure,no
30203,33,management,married,tertiary,no,741,no,no,cellular,5,feb,283,1,260,1,failure,no
30205,34,technician,married,secondary,no,1072,no,yes,cellular,5,feb,136,1,252,2,failure,no
30209,32,services,married,secondary,no,1066,yes,no,cellular,5,feb,150,1,262,9,failure,no
30213,39,technician,married,secondary,no,994,no,no,cellular,5,feb,221,1,241,1,failure,no
30217,47,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,105,1,253,4,failure,no
30218,29,admin.,married,secondary,no,503,no,yes,cellular,5,feb,433,1,199,2,failure,no
30224,27,entrepreneur,single,tertiary,no,81,no,no,cellular,5,feb,197,1,199,3,failure,no
30228,33,management,single,tertiary,no,1410,yes,no,cellular,5,feb,8,1,254,5,failure,no
30229,59,blue-collar,married,primary,no,99,yes,no,cellular,5,feb,43,1,261,3,failure,no
30236,30,blue-collar,single,secondary,no,144,yes,no,cellular,5,feb,259,1,260,3,failure,no
30238,32,technician,married,secondary,no,3322,yes,no,cellular,5,feb,588,2,175,2,failure,no
30243,29,services,married,primary,no,549,yes,no,cellular,5,feb,205,1,245,2,failure,no
30246,31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,642,1,167,2,failure,yes
30260,42,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,success,no
30264,34,blue-collar,married,secondary,no,563,no,yes,cellular,5,feb,384,1,2,2,failure,no
30274,30,blue-collar,single,primary,no,105,yes,no,cellular,5,feb,131,1,265,1,failure,no
30275,32,admin.,single,secondary,no,642,yes,no,cellular,5,feb,52,1,253,2,failure,no
30277,30,management,single,secondary,no,293,yes,no,cellular,5,feb,232,1,253,2,failure,no
30285,54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,failure,no
30301,26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,268,1,failure,yes
30305,41,technician,married,secondary,no,-378,yes,no,cellular,5,feb,361,1,253,2,failure,no
30318,35,management,married,tertiary,no,1557,yes,yes,cellular,5,feb,225,1,268,1,failure,no
30324,42,management,married,primary,no,-417,yes,no,cellular,5,feb,81,3,273,3,failure,no
30334,39,self-employed,single,tertiary,no,917,yes,no,cellular,5,feb,161,2,258,1,failure,no
30336,26,self-employed,single,secondary,no,1242,yes,no,cellular,5,feb,205,2,253,2,success,no
30342,28,services,single,secondary,no,1820,yes,no,cellular,5,feb,134,2,203,1,success,no
30355,47,blue-collar,divorced,primary,no,1927,yes,no,cellular,5,feb,130,4,275,3,failure,no
30390,34,technician,divorced,tertiary,no,66,no,yes,cellular,5,feb,102,1,170,2,failure,no
30407,40,services,married,secondary,no,-212,yes,yes,cellular,5,feb,71,1,258,1,failure,no
30410,33,services,single,secondary,no,406,yes,no,cellular,5,feb,61,1,275,1,failure,no
30412,57,management,divorced,tertiary,no,442,no,no,cellular,5,feb,41,1,253,3,failure,no
30417,54,housemaid,divorced,primary,no,2253,yes,no,cellular,5,feb,266,1,196,1,failure,no
30418,32,admin.,married,secondary,no,1661,yes,no,cellular,5,feb,76,1,209,2,failure,no
30422,32,services,married,secondary,no,182,no,no,cellular,5,feb,277,1,169,2,failure,no
30431,31,blue-collar,single,secondary,no,573,yes,no,telephone,5,feb,58,1,269,2,failure,no
30434,29,blue-collar,single,primary,no,365,yes,yes,cellular,5,feb,72,1,274,2,failure,no
30435,40,admin.,married,secondary,no,367,yes,no,telephone,5,feb,89,1,274,1,failure,no
30442,55,blue-collar,married,secondary,no,1765,yes,no,cellular,5,feb,445,1,267,1,failure,no
30444,42,technician,married,secondary,no,315,yes,no,cellular,5,feb,208,1,275,2,failure,no
30446,34,management,divorced,tertiary,no,0,no,no,cellular,5,feb,108,4,175,3,failure,no
30448,45,technician,married,secondary,no,858,no,no,cellular,5,feb,617,4,251,2,failure,no
30452,30,unemployed,single,secondary,no,79,no,yes,cellular,5,feb,528,2,196,1,failure,no
30453,32,admin.,divorced,secondary,no,2294,yes,no,cellular,5,feb,342,2,260,2,failure,no
30456,58,technician,married,secondary,no,0,yes,no,cellular,5,feb,1823,1,205,1,failure,no
30459,40,blue-collar,married,primary,no,665,yes,no,cellular,5,feb,177,3,211,1,success,no
30469,27,technician,single,secondary,no,126,yes,yes,cellular,5,feb,147,2,216,4,failure,no
30480,48,blue-collar,married,secondary,no,426,yes,yes,cellular,5,feb,153,2,177,2,failure,no
30485,42,housemaid,married,primary,no,4279,yes,no,cellular,5,feb,97,1,198,1,failure,no
30496,46,technician,married,tertiary,no,157,no,no,cellular,5,feb,120,2,224,1,failure,no
30500,37,blue-collar,married,primary,no,95,yes,no,cellular,5,feb,415,2,272,2,failure,no
30510,44,management,married,tertiary,no,1451,yes,no,cellular,5,feb,80,7,80,15,failure,no
30516,33,management,married,tertiary,no,377,yes,no,cellular,5,feb,213,2,276,1,failure,no
30519,37,blue-collar,married,primary,no,655,yes,no,cellular,5,feb,127,2,258,4,failure,no
30522,37,management,married,tertiary,no,21,yes,no,cellular,5,feb,89,2,252,2,failure,no
30528,40,unemployed,married,tertiary,no,2135,yes,no,cellular,5,feb,171,5,230,1,failure,no
30545,43,admin.,single,secondary,no,1022,yes,no,cellular,5,feb,163,3,276,2,failure,no
30556,43,admin.,single,secondary,no,375,no,yes,cellular,5,feb,193,2,199,4,failure,no
30557,33,blue-collar,single,secondary,no,123,yes,no,cellular,5,feb,273,3,212,4,failure,no
30559,37,blue-collar,single,secondary,no,111,yes,no,cellular,5,feb,60,2,272,2,failure,no
30560,32,blue-collar,divorced,primary,no,158,yes,no,cellular,5,feb,728,4,253,1,failure,no
30562,38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,success,yes
30572,33,blue-collar,single,secondary,no,687,yes,no,cellular,6,feb,178,2,273,1,failure,no
30575,30,management,single,tertiary,no,640,no,no,cellular,6,feb,124,4,213,2,failure,no
30582,29,blue-collar,married,secondary,no,247,no,yes,cellular,6,feb,204,2,214,1,failure,no
30585,52,management,married,secondary,no,4873,no,no,telephone,6,feb,381,6,213,9,failure,no
30600,30,unemployed,single,tertiary,no,306,no,no,cellular,6,feb,90,6,256,14,failure,no
30608,35,admin.,divorced,secondary,no,627,yes,no,cellular,6,feb,298,6,275,2,failure,no
30609,49,self-employed,married,tertiary,no,503,yes,no,cellular,6,feb,310,4,200,1,failure,no
30618,31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,success,yes
30621,44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure,no
30626,43,management,married,tertiary,no,479,yes,no,cellular,6,feb,168,1,254,2,failure,no
30632,31,services,married,secondary,no,1801,yes,no,telephone,6,feb,136,1,274,2,failure,no
30638,41,management,married,tertiary,no,326,no,no,cellular,6,feb,163,1,182,2,failure,no
30646,31,admin.,single,tertiary,no,383,no,yes,cellular,6,feb,119,1,214,1,failure,no
30649,38,blue-collar,married,secondary,no,121,yes,yes,cellular,6,feb,168,1,212,2,failure,no
30663,40,management,married,secondary,no,6695,yes,no,cellular,6,feb,297,1,252,1,failure,no
30675,37,technician,married,secondary,no,-254,yes,yes,cellular,6,feb,121,3,254,2,failure,no
30679,58,services,married,primary,no,443,no,no,telephone,6,feb,41,2,204,1,failure,no
30680,60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,failure,yes
30682,37,unemployed,divorced,secondary,no,74,yes,no,cellular,6,feb,120,1,275,1,failure,no
30688,28,blue-collar,single,secondary,no,517,no,yes,cellular,6,feb,91,3,213,1,success,no
30692,60,technician,married,secondary,no,1139,no,no,cellular,6,feb,67,2,207,2,failure,no
30701,41,blue-collar,married,primary,no,0,yes,no,cellular,6,feb,620,4,200,4,success,no
30705,36,services,single,secondary,no,417,yes,no,cellular,6,feb,15,10,207,3,failure,no
30706,46,technician,married,primary,no,718,yes,no,cellular,6,feb,80,2,268,1,failure,no
30711,57,admin.,divorced,secondary,yes,-435,yes,yes,cellular,6,feb,89,5,273,2,failure,no
30722,34,technician,single,secondary,no,347,yes,no,cellular,6,feb,154,2,197,6,failure,no
30724,45,blue-collar,married,secondary,no,776,yes,no,cellular,6,feb,232,4,253,1,failure,no
30728,47,self-employed,married,tertiary,no,-80,yes,no,cellular,6,feb,150,3,270,2,failure,no
30732,54,retired,single,secondary,no,515,yes,no,cellular,6,feb,115,2,234,1,failure,no
30737,35,admin.,divorced,secondary,no,183,no,yes,cellular,6,feb,12,7,217,1,failure,no
30738,47,self-employed,married,tertiary,no,917,no,no,cellular,6,feb,518,3,212,5,failure,no
30740,38,management,married,tertiary,no,569,yes,no,cellular,6,feb,105,2,252,1,failure,no
30745,49,retired,divorced,secondary,no,-268,yes,no,cellular,6,feb,42,2,206,5,failure,no
30747,35,management,single,secondary,no,6809,yes,no,telephone,6,feb,139,8,273,7,failure,no
30749,27,self-employed,divorced,secondary,no,165,yes,no,cellular,6,feb,1160,2,192,4,failure,no
30752,42,technician,married,secondary,no,769,no,no,cellular,6,feb,187,2,246,1,failure,no
